household_id,settlement_id,settlement_name,ward_code,lga_code,head_of_household_initials,structure_number,children_under5_last_round,last_visit_date,consent_to_follow_up,gps_longitude,gps_latitude
BAN-000248,S01790,Irkona,W027,LGA03,K. Gani,123,1,2025-11-04,yes,7.945032,11.504776
BAN-000249,S01790,Irkona,W027,LGA03,S. Pama,27,1,2025-10-25,yes,7.944194,11.505714
BAN-000250,S01790,Irkona,W027,LGA03,K. Lami,97,1,2025-10-14,yes,7.944122,11.506071
BAN-000251,S01065,Enshana,W014,LGA01,I. Oje,259,4,2025-11-17,yes,7.402497,11.424458
BAN-000252,S01855,Nukoma,W029,LGA04,S. Oje,257,1,2025-12-08,yes,8.036155,10.956539
BAN-000253,S00774,Susako,W008,LGA01,A. Musa,215,3,2025-11-10,yes,7.392134,10.928374
BAN-000254,S00774,Susako,W008,LGA01,I. Lami,256,2,2025-11-04,yes,7.392244,10.928814
BAN-000255,S00072,Irzatu,W001,LGA01,A. Haru,23,3,2025-10-13,yes,7.034382,11.087604
BAN-000256,S00072,Irzatu,W001,LGA01,F. Haru,64,1,2025-11-18,yes,7.034355,11.086166
BAN-000257,S00072,Irzatu,W001,LGA01,M. Zubi,121,3,2025-11-26,yes,7.033997,11.088707
BAN-000258,S02430,Satiba,W039,LGA04,U. Jibo,10,2,2025-10-31,yes,8.304696,10.832379
BAN-000259,S02430,Satiba,W039,LGA04,K. Gani,130,4,2025-12-08,yes,8.306294,10.832848
BAN-000260,S02430,Satiba,W039,LGA04,S. Yaro,53,0,2025-10-27,yes,8.306315,10.833771
BAN-000261,S00923,Nulako,W011,LGA02,Y. Lami,19,3,2025-10-11,yes,7.741758,10.471401
BAN-000262,S00490,Ibsayi,W006,LGA01,H. Ede,140,0,2025-10-12,yes,7.176549,11.334431
BAN-000263,S00490,Ibsayi,W006,LGA01,S. Pama,168,3,2025-10-10,yes,7.177619,11.333183
BAN-000264,S00141,Ribafa,W002,LGA01,I. Yaro,107,4,2025-11-19,yes,7.234485,10.784096
BAN-000265,S00141,Ribafa,W002,LGA01,R. Isa,76,0,2025-11-15,yes,7.236774,10.784247
BAN-000266,S00766,Umngosa,W008,LGA01,S. Nura,12,2,2025-11-21,yes,7.194046,10.914188
BAN-000267,S00766,Umngosa,W008,LGA01,I. Funo,259,2,2025-10-21,yes,7.195374,10.913439
BAN-000268,S02412,Fanale,W038,LGA03,Z. Sule,197,0,2025-10-08,yes,8.353799,11.39672
BAN-000269,S02412,Fanale,W038,LGA03,S. Kabo,184,3,2025-11-14,yes,8.354464,11.396416
BAN-000270,S02068,Nuraba-Yamma,W032,LGA04,Z. Nura,247,2,2025-10-13,yes,8.093543,10.895291
BAN-000271,S02068,Nuraba-Yamma,W032,LGA04,S. Umar,216,1,2025-12-09,yes,8.093854,10.89528
BAN-000272,S02068,Nuraba-Yamma,W032,LGA04,S. Tanko,171,0,2025-12-07,yes,8.093461,10.894758
BAN-000273,S00453,Adlashi,W006,LGA01,Y. Zubi,213,4,2025-11-29,yes,7.2628,11.246448
BAN-000274,S00453,Adlashi,W006,LGA01,I. Haru,140,3,2025-10-01,yes,7.263646,11.246166
BAN-000275,S00453,Adlashi,W006,LGA01,U. Funo,133,4,2025-11-30,yes,7.26334,11.247682
BAN-000276,S02113,Adkoba,W033,LGA03,I. Ede,190,0,2025-10-24,yes,7.985569,11.158893
BAN-000277,S02113,Adkoba,W033,LGA03,Z. Haru,203,0,2025-12-09,yes,7.98628,11.158179
BAN-000278,S02113,Adkoba,W033,LGA03,B. Rabi,114,4,2025-12-08,no,7.984057,11.159764
BAN-000279,S01586,Walashi-Kudu,W022,LGA03,A. Umar,240,3,2025-11-25,yes,8.191858,11.453678
BAN-000280,S01586,Walashi-Kudu,W022,LGA03,R. Musa,91,1,2025-11-18,yes,8.192679,11.454404
BAN-000281,S00158,Hangoshi,W002,LGA01,H. Lami,167,1,2025-10-17,yes,7.130572,10.76208
BAN-000282,S00158,Hangoshi,W002,LGA01,K. Funo,115,2,2025-11-26,yes,7.129703,10.762148
BAN-000283,S00073,Riyoma-Gabas,W001,LGA01,B. Nura,130,1,2025-10-29,no,7.017524,11.004347
BAN-000284,S00073,Riyoma-Gabas,W001,LGA01,Y. Abu,223,3,2025-10-12,yes,7.017318,11.002521
BAN-000285,S01666,Irrayi,W024,LGA04,A. Gani,31,0,2025-11-15,yes,7.820044,10.763934
BAN-000286,S00347,Fabemi-Kofar,W004,LGA02,I. Oje,196,2,2025-11-23,yes,7.262926,10.607834
BAN-000287,S00319,Rikoshi,W003,LGA01,I. Rabi,205,4,2025-10-03,yes,7.451604,11.052782
BAN-000288,S00319,Rikoshi,W003,LGA01,A. Oje,206,0,2025-11-14,no,7.449947,11.052317
BAN-000289,S00319,Rikoshi,W003,LGA01,A. Funo,107,0,2025-10-28,yes,7.450313,11.052351
BAN-000290,S00319,Rikoshi,W003,LGA01,H. Wada,158,2,2025-10-26,yes,7.449155,11.051362
BAN-000291,S00319,Rikoshi,W003,LGA01,F. Nura,55,0,2025-11-24,yes,7.45,11.051703
BAN-000292,S00834,Susayi,W010,LGA02,U. Musa,116,3,2025-10-27,yes,7.426729,10.865898
BAN-000293,S00834,Susayi,W010,LGA02,B. Yaro,10,3,2025-11-15,yes,7.426986,10.8655
BAN-000294,S02501,Sangota-Kofar,W040,LGA04,U. Oje,12,3,2025-10-26,yes,8.293261,11.222417
BAN-000295,S02501,Sangota-Kofar,W040,LGA04,Z. Yaro,174,0,2025-10-15,yes,8.293579,11.222148
BAN-000296,S02501,Sangota-Kofar,W040,LGA04,M. Ede,17,4,2025-10-09,yes,8.29321,11.221919
BAN-000297,S01354,Bidefa,W018,LGA02,K. Ede,64,0,2025-12-09,yes,7.577361,10.635367
BAN-000298,S01354,Bidefa,W018,LGA02,S. Dogo,36,2,2025-12-03,yes,7.57657,10.635608
BAN-000299,S01354,Bidefa,W018,LGA02,Y. Kabo,61,3,2025-10-09,yes,7.578062,10.636557
BAN-000300,S01354,Bidefa,W018,LGA02,U. Bala,80,1,2025-10-23,yes,7.576687,10.634873
BAN-000301,S01843,Biberi,W028,LGA04,A. Bala,214,0,2025-10-12,yes,7.905482,10.814504
BAN-000302,S01843,Biberi,W028,LGA04,K. Abu,185,1,2025-11-10,yes,7.90491,10.814887
BAN-000303,S01843,Biberi,W028,LGA04,I. Rabi,55,4,2025-11-20,yes,7.906726,10.814885
BAN-000304,S00343,Oklale,W004,LGA02,F. Tanko,87,0,2025-11-03,yes,7.184443,10.674245
BAN-000305,S02504,Dolade-Tudun,W040,LGA04,F. Dogo,86,4,2025-10-17,no,8.316243,11.157261
BAN-000306,S01498,Zabeni,W020,LGA01,K. Isa,130,0,2025-11-12,yes,7.710709,11.25808
BAN-000307,S01027,Suwama,W014,LGA01,U. Umar,53,1,2025-11-15,yes,7.370347,11.452528
BAN-000308,S01027,Suwama,W014,LGA01,F. Dogo,137,0,2025-11-19,yes,7.372632,11.453109
BAN-000309,S00817,Jijiwo,W009,LGA02,Y. Wada,158,3,2025-12-03,yes,7.554945,10.955695
BAN-000310,S00817,Jijiwo,W009,LGA02,M. Kabo,91,0,2025-11-22,yes,7.555402,10.955756
BAN-000311,S00817,Jijiwo,W009,LGA02,H. Tanko,123,4,2025-11-17,yes,7.5557,10.955012
BAN-000312,S00441,Kangotu,W006,LGA01,S. Abu,143,4,2025-10-18,yes,7.271106,11.247347
BAN-000313,S00447,Ollule,W006,LGA01,Z. Umar,38,3,2025-10-13,yes,7.181755,11.349946
BAN-000314,S00941,Doyoru,W012,LGA02,S. Oje,47,4,2025-10-17,no,7.328843,10.495913
BAN-000315,S00941,Doyoru,W012,LGA02,I. Bala,255,0,2025-11-24,yes,7.326687,10.494907
BAN-000316,S00941,Doyoru,W012,LGA02,Z. Funo,41,0,2025-11-29,yes,7.328254,10.495674
BAN-000317,S00941,Doyoru,W012,LGA02,U. Dogo,239,0,2025-11-19,yes,7.328737,10.495525
BAN-000318,S00941,Doyoru,W012,LGA02,I. Yaro,141,4,2025-11-18,yes,7.327252,10.494295
BAN-000319,S01792,Guwawo,W028,LGA04,Z. Sule,67,0,2025-10-25,yes,8.029746,10.922538
BAN-000320,S01792,Guwawo,W028,LGA04,U. Oje,16,4,2025-10-17,yes,8.031042,10.920673
BAN-000321,S01140,Irbetu,W015,LGA01,K. Musa,80,1,2025-10-12,yes,7.499472,11.230182
BAN-000322,S01140,Irbetu,W015,LGA01,K. Umar,178,4,2025-11-23,yes,7.498613,11.231775
BAN-000323,S01140,Irbetu,W015,LGA01,A. Musa,258,3,2025-10-15,yes,7.501395,11.231075
BAN-000324,S01140,Irbetu,W015,LGA01,B. Umar,162,3,2025-10-12,yes,7.499431,11.230772
BAN-000325,S01612,Nungoma,W023,LGA03,M. Pama,50,2,2025-10-22,yes,7.826568,11.136455
BAN-000326,S01612,Nungoma,W023,LGA03,U. Dogo,105,1,2025-10-10,yes,7.827306,11.136393
BAN-000327,S00821,Oktini,W009,LGA02,Z. Cham,87,3,2025-10-07,yes,7.531438,11.027137
BAN-000328,S02505,Ekngotu-Kudu,W040,LGA04,M. Wada,218,3,2025-10-18,yes,8.394133,11.03037
BAN-000329,S01287,Dotsile,W017,LGA03,A. Yaro,165,4,2025-10-12,yes,7.553933,11.394982
BAN-000330,S01287,Dotsile,W017,LGA03,Z. Wada,93,4,2025-11-22,no,7.553664,11.395408
BAN-000331,S01287,Dotsile,W017,LGA03,B. Gani,57,4,2025-11-02,yes,7.555542,11.396023
BAN-000332,S01287,Dotsile,W017,LGA03,M. Haru,77,2,2025-11-11,yes,7.552498,11.394004
BAN-000333,S02209,Losashi,W034,LGA03,Y. Yaro,52,0,2025-10-23,yes,8.261528,11.180884
BAN-000334,S00907,Jibari,W011,LGA02,K. Tanko,76,4,2025-11-29,yes,7.734831,10.405255
BAN-000335,S00907,Jibari,W011,LGA02,F. Kabo,47,2,2025-10-07,yes,7.736826,10.40556
BAN-000336,S00732,Zakotu,W008,LGA01,K. Oje,237,1,2025-11-30,yes,7.384545,10.960604
BAN-000337,S00732,Zakotu,W008,LGA01,K. Rabi,37,3,2025-12-09,yes,7.385273,10.963725
BAN-000338,S00732,Zakotu,W008,LGA01,F. Isa,79,2,2025-12-08,yes,7.384667,10.964467
BAN-000339,S00669,Nushafa,W008,LGA01,K. Umar,118,2,2025-10-19,yes,7.434873,10.949841
BAN-000340,S00669,Nushafa,W008,LGA01,A. Zubi,53,4,2025-10-10,yes,7.434468,10.9513
BAN-000341,S00669,Nushafa,W008,LGA01,S. Dogo,240,1,2025-11-08,yes,7.435039,10.951144
BAN-000342,S02151,Adshata,W033,LGA03,Z. Rabi,140,3,2025-11-26,yes,7.984559,11.20216
BAN-000343,S02346,Matidu,W037,LGA03,R. Jibo,38,0,2025-11-11,yes,8.210282,11.540716
BAN-000344,S02346,Matidu,W037,LGA03,M. Zubi,141,2,2025-11-12,yes,8.210768,11.541676
BAN-000345,S01570,Ekrishi,W022,LGA03,H. Abu,41,0,2025-10-07,yes,8.185644,11.454923
BAN-000346,S01570,Ekrishi,W022,LGA03,K. Isa,244,2,2025-11-22,yes,8.185467,11.454258
BAN-000347,S01570,Ekrishi,W022,LGA03,S. Isa,95,2,2025-10-01,yes,8.187258,11.454449
BAN-000348,S01570,Ekrishi,W022,LGA03,A. Lami,45,4,2025-11-17,yes,8.186415,11.454191
BAN-000349,S00384,Yemani,W005,LGA02,B. Cham,239,1,2025-11-04,yes,7.315818,10.77054
BAN-000350,S00384,Yemani,W005,LGA02,M. Haru,255,4,2025-11-23,yes,7.31762,10.772129
BAN-000351,S00384,Yemani,W005,LGA02,K. Zubi,209,3,2025-10-01,yes,7.317501,10.770961
BAN-000352,S00806,Ribeta,W009,LGA02,R. Funo,5,0,2025-10-02,no,7.497576,11.027744
BAN-000353,S02065,Zadedu,W032,LGA04,A. Dogo,250,2,2025-10-28,yes,8.088927,10.83649
BAN-000354,S01404,Zamani,W019,LGA04,S. Funo,117,3,2025-12-03,yes,7.592194,10.988952
BAN-000355,S01404,Zamani,W019,LGA04,H. Rabi,42,3,2025-10-03,yes,7.592375,10.988334
BAN-000356,S01127,Ibrasa,W015,LGA01,I. Zubi,136,4,2025-10-18,yes,7.723308,11.276531
BAN-000357,S01127,Ibrasa,W015,LGA01,H. Nura,136,1,2025-11-10,yes,7.724767,11.276946
BAN-000358,S01487,Sayoba-Kofar,W020,LGA01,Y. Ede,126,1,2025-12-01,yes,7.632761,11.072624
BAN-000359,S01737,Adkowa,W026,LGA03,U. Ede,115,4,2025-11-28,yes,7.734316,11.409787
BAN-000360,S01737,Adkowa,W026,LGA03,H. Wada,219,0,2025-11-11,no,7.733993,11.409092
BAN-000361,S01737,Adkowa,W026,LGA03,A. Dogo,65,3,2025-11-18,yes,7.733529,11.410144
BAN-000362,S00857,Baludu-Gabas,W010,LGA02,F. Umar,66,2,2025-11-09,yes,7.421784,10.880961
BAN-000363,S00857,Baludu-Gabas,W010,LGA02,K. Pama,185,4,2025-11-06,yes,7.420768,10.878796
BAN-000364,S00425,Kawama,W006,LGA01,S. Lami,216,1,2025-11-21,no,7.13488,11.188517
BAN-000365,S00425,Kawama,W006,LGA01,F. Pama,41,1,2025-11-11,yes,7.133308,11.188587
BAN-000366,S00425,Kawama,W006,LGA01,Y. Isa,124,3,2025-10-28,yes,7.134133,11.189618
BAN-000367,S02366,Yesari,W038,LGA03,F. Kabo,43,0,2025-11-27,yes,8.315175,11.426067
BAN-000368,S02366,Yesari,W038,LGA03,K. Dogo,228,2,2025-10-03,yes,8.31599,11.42443
BAN-000369,S02366,Yesari,W038,LGA03,Y. Abu,185,3,2025-10-10,no,8.315061,11.42528
BAN-000370,S02366,Yesari,W038,LGA03,R. Ede,122,2,2025-10-19,yes,8.316524,11.423257
BAN-000371,S02366,Yesari,W038,LGA03,K. Gani,56,3,2025-11-16,yes,8.316114,11.424206
BAN-000372,S01916,Umsani-Kofar,W029,LGA04,H. Musa,17,4,2025-10-21,yes,7.972331,10.957145
BAN-000373,S02187,Gujimi,W034,LGA03,F. Umar,220,3,2025-10-22,yes,8.273245,11.247667
BAN-000374,S02187,Gujimi,W034,LGA03,K. Zubi,95,3,2025-10-26,yes,8.274212,11.247463
BAN-000375,S02187,Gujimi,W034,LGA03,Y. Abu,222,4,2025-10-20,yes,8.276127,11.248749
BAN-000376,S02187,Gujimi,W034,LGA03,Z. Musa,31,2,2025-12-05,yes,8.272964,11.248343
BAN-000377,S02187,Gujimi,W034,LGA03,M. Gani,251,1,2025-12-07,yes,8.274259,11.250291
BAN-000378,S02187,Gujimi,W034,LGA03,A. Umar,53,1,2025-11-14,yes,8.274868,11.248131
BAN-000379,S02187,Gujimi,W034,LGA03,B. Jibo,71,1,2025-11-01,yes,8.27403,11.248515
BAN-000380,S01307,Lotina-Tudun,W017,LGA03,B. Gani,41,3,2025-12-08,yes,7.553409,11.417549
BAN-000381,S01307,Lotina-Tudun,W017,LGA03,M. Dogo,172,4,2025-12-08,yes,7.557679,11.416215
BAN-000382,S01307,Lotina-Tudun,W017,LGA03,S. Sule,28,2,2025-10-10,yes,7.554858,11.418439
BAN-000383,S00232,Olbawo,W003,LGA01,K. Jibo,6,1,2025-10-29,no,7.216823,10.997918
BAN-000384,S00232,Olbawo,W003,LGA01,Y. Bala,254,3,2025-10-03,yes,7.218974,10.998838
BAN-000385,S02332,Kuyowo-Yamma,W037,LGA03,K. Isa,230,2,2025-11-07,yes,8.239307,11.466808
BAN-000386,S02332,Kuyowo-Yamma,W037,LGA03,I. Umar,179,3,2025-10-10,yes,8.24373,11.466919
BAN-000387,S02332,Kuyowo-Yamma,W037,LGA03,H. Oje,224,0,2025-11-03,yes,8.241169,11.465243
BAN-000388,S02024,Irtiru,W031,LGA03,K. Yaro,104,0,2025-11-02,yes,7.9437,11.382477
BAN-000389,S02024,Irtiru,W031,LGA03,Y. Sule,82,4,2025-10-30,yes,7.944612,11.381289
BAN-000390,S02024,Irtiru,W031,LGA03,Y. Kabo,172,0,2025-11-21,yes,7.944222,11.382955
BAN-000391,S02024,Irtiru,W031,LGA03,F. Pama,41,4,2025-10-15,yes,7.944302,11.384935
BAN-000392,S02024,Irtiru,W031,LGA03,R. Musa,167,4,2025-11-27,no,7.945319,11.382549
BAN-000393,S00558,Okdutu,W007,LGA01,U. Gani,178,2,2025-11-06,yes,7.378883,11.160856
BAN-000394,S01060,Okdedu,W014,LGA01,K. Lami,146,1,2025-11-20,yes,7.426154,11.489783
BAN-000395,S01060,Okdedu,W014,LGA01,H. Wada,8,0,2025-12-03,yes,7.427626,11.487028
BAN-000396,S00084,Faluni,W001,LGA01,M. Gani,125,2,2025-10-17,yes,7.21297,11.120633
BAN-000397,S00084,Faluni,W001,LGA01,Y. Tanko,59,0,2025-10-17,yes,7.21289,11.11999
BAN-000398,S00568,Kangoma,W007,LGA01,I. Cham,104,3,2025-12-07,yes,7.373272,11.23413
BAN-000399,S00568,Kangoma,W007,LGA01,R. Jibo,61,1,2025-11-17,yes,7.372915,11.232124
BAN-000400,S00568,Kangoma,W007,LGA01,S. Umar,18,3,2025-12-08,yes,7.369237,11.232076
BAN-000401,S01560,Sujiyi-Yamma,W022,LGA03,I. Abu,156,0,2025-10-22,yes,8.186952,11.515557
BAN-000402,S01560,Sujiyi-Yamma,W022,LGA03,K. Bala,173,4,2025-12-09,yes,8.185027,11.516857
BAN-000403,S02307,Agtitu-Tudun,W036,LGA04,R. Haru,128,0,2025-10-17,yes,8.167214,10.661699
BAN-000404,S02307,Agtitu-Tudun,W036,LGA04,F. Ede,85,3,2025-10-01,yes,8.168179,10.66088
BAN-000405,S01248,Dalawa,W016,LGA02,R. Yaro,184,2,2025-11-09,yes,7.641523,10.504123
BAN-000406,S01248,Dalawa,W016,LGA02,M. Lami,169,0,2025-11-13,yes,7.641095,10.503704
BAN-000407,S01248,Dalawa,W016,LGA02,B. Funo,115,4,2025-10-04,yes,7.64049,10.503988
BAN-000408,S01461,Zabetu-Gabas,W020,LGA01,M. Pama,3,1,2025-10-25,yes,7.742966,11.142415
BAN-000409,S01200,Ektina,W015,LGA01,B. Abu,125,0,2025-10-14,yes,7.716774,11.276592
BAN-000410,S00448,Bayode,W006,LGA01,A. Haru,137,0,2025-10-08,yes,7.278519,11.214862
BAN-000411,S00448,Bayode,W006,LGA01,F. Funo,239,2,2025-10-04,yes,7.277657,11.213897
BAN-000412,S00448,Bayode,W006,LGA01,H. Umar,18,4,2025-11-29,yes,7.279902,11.214253
BAN-000413,S00807,Domade,W009,LGA02,S. Jibo,170,1,2025-12-05,yes,7.480379,11.00848
BAN-000414,S00807,Domade,W009,LGA02,S. Umar,188,4,2025-11-18,yes,7.480453,11.007272
BAN-000415,S00807,Domade,W009,LGA02,Y. Cham,99,1,2025-10-16,yes,7.478534,11.009457
BAN-000416,S00335,Halani,W004,LGA02,A. Sule,89,2,2025-10-07,yes,7.214205,10.656737
BAN-000417,S00335,Halani,W004,LGA02,U. Cham,202,4,2025-11-03,yes,7.215599,10.659242
BAN-000418,S02319,Gutiri,W037,LGA03,M. Wada,87,0,2025-10-21,yes,8.227883,11.537672
BAN-000419,S02319,Gutiri,W037,LGA03,F. Pama,176,4,2025-10-01,yes,8.227905,11.53587
BAN-000420,S02319,Gutiri,W037,LGA03,F. Abu,146,2,2025-10-30,no,8.2275,11.537349
BAN-000421,S02319,Gutiri,W037,LGA03,U. Wada,134,3,2025-10-24,yes,8.227435,11.538471
BAN-000422,S00030,Suriru,W001,LGA01,Z. Funo,188,4,2025-10-28,yes,7.07104,11.030269
BAN-000423,S00697,Agngoba,W008,LGA01,M. Jibo,202,0,2025-11-21,yes,7.444622,10.958086
BAN-000424,S00697,Agngoba,W008,LGA01,F. Oje,65,3,2025-11-04,yes,7.444495,10.956124
BAN-000425,S00697,Agngoba,W008,LGA01,H. Kabo,52,4,2025-11-01,yes,7.44471,10.954337
BAN-000426,S00697,Agngoba,W008,LGA01,I. Isa,238,1,2025-11-04,yes,7.444652,10.956226
BAN-000427,S00697,Agngoba,W008,LGA01,B. Abu,45,3,2025-11-10,yes,7.445283,10.9556
BAN-000428,S02265,Hanale,W035,LGA04,A. Tanko,91,2,2025-10-13,yes,8.229037,10.977467
BAN-000429,S01849,Ritide,W029,LGA04,U. Ede,206,0,2025-11-27,yes,7.963999,11.063983
BAN-000430,S01849,Ritide,W029,LGA04,Z. Wada,37,3,2025-11-20,yes,7.964807,11.063005
BAN-000431,S00060,Fanaja,W001,LGA01,K. Gani,67,0,2025-10-15,yes,7.152943,11.044042
BAN-000432,S00060,Fanaja,W001,LGA01,I. Zubi,178,4,2025-11-27,yes,7.151496,11.046184
BAN-000433,S00060,Fanaja,W001,LGA01,U. Nura,243,1,2025-12-04,yes,7.151211,11.043205
BAN-000434,S01493,Kukoru,W020,LGA01,R. Cham,233,1,2025-10-22,yes,7.70014,11.158293
BAN-000435,S02233,Uzjiko-Kudu,W035,LGA04,I. Kabo,181,4,2025-10-19,yes,8.206272,11.014432
BAN-000436,S00271,Bishana,W003,LGA01,M. Musa,205,2,2025-11-09,yes,7.225662,10.992628
BAN-000437,S00271,Bishana,W003,LGA01,Y. Lami,128,2,2025-11-16,yes,7.227706,10.993665
BAN-000438,S02268,Kanako-Gabas,W035,LGA04,I. Funo,134,2,2025-11-24,yes,8.245311,11.007602
BAN-000439,S01808,Oljita,W028,LGA04,I. Musa,253,2,2025-10-08,yes,7.981337,10.814241
BAN-000440,S01808,Oljita,W028,LGA04,Y. Rabi,131,3,2025-11-16,yes,7.982835,10.813574
BAN-000441,S01706,Zamale,W025,LGA04,Y. Lami,118,4,2025-10-20,no,7.812116,11.134164
BAN-000442,S01706,Zamale,W025,LGA04,M. Lami,129,3,2025-11-04,yes,7.81176,11.131563
BAN-000443,S01706,Zamale,W025,LGA04,I. Pama,40,3,2025-10-09,yes,7.812258,11.133568
BAN-000444,S01396,Bayowa-Kudu,W019,LGA04,R. Musa,120,4,2025-10-04,yes,7.671209,10.822511
BAN-000445,S01229,Rikoni-Sabo,W015,LGA01,K. Lami,81,2,2025-12-01,yes,7.512926,11.197795
BAN-000446,S01565,Adlutu,W022,LGA03,I. Lami,178,0,2025-11-24,no,8.003784,11.492306
BAN-000447,S00392,Jidule,W005,LGA02,K. Dogo,198,2,2025-11-06,yes,7.29797,10.750453
BAN-000448,S00582,Gushama,W007,LGA01,H. Oje,133,4,2025-10-30,yes,7.40737,11.237523
BAN-000449,S00377,Olduyi-Kudu,W005,LGA02,I. Umar,66,4,2025-10-12,yes,7.329409,10.780299
BAN-000450,S00377,Olduyi-Kudu,W005,LGA02,R. Pama,90,0,2025-10-07,no,7.327624,10.780457
BAN-000451,S00377,Olduyi-Kudu,W005,LGA02,R. Oje,257,2,2025-12-03,yes,7.328009,10.78151
BAN-000452,S00048,Taduri,W001,LGA01,F. Gani,194,0,2025-10-05,yes,7.038569,11.048371
BAN-000453,S00957,Adsako,W013,LGA02,B. Lami,111,2,2025-11-03,yes,7.500093,10.667183
BAN-000454,S00957,Adsako,W013,LGA02,H. Haru,79,0,2025-10-01,no,7.501802,10.668017
BAN-000455,S00957,Adsako,W013,LGA02,S. Zubi,143,3,2025-10-24,yes,7.501817,10.66805
BAN-000456,S00724,Okwale,W008,LGA01,R. Kabo,213,1,2025-10-31,yes,7.428305,10.975194
BAN-000457,S00724,Okwale,W008,LGA01,Z. Yaro,70,1,2025-10-09,yes,7.429096,10.974707
BAN-000458,S00724,Okwale,W008,LGA01,R. Abu,239,0,2025-11-06,yes,7.42981,10.97632
BAN-000459,S00724,Okwale,W008,LGA01,F. Lami,69,2,2025-10-07,yes,7.430087,10.976169
BAN-000460,S02323,Gutsifa,W037,LGA03,F. Ede,244,3,2025-10-14,yes,8.185136,11.526785
BAN-000461,S00209,Yetsiwa-Kudu,W002,LGA01,B. Kabo,55,3,2025-11-16,yes,7.236839,10.784861
BAN-000462,S00209,Yetsiwa-Kudu,W002,LGA01,F. Musa,98,1,2025-10-08,yes,7.235133,10.786794
BAN-000463,S00209,Yetsiwa-Kudu,W002,LGA01,I. Bala,33,0,2025-10-13,yes,7.237333,10.785942
BAN-000464,S02463,Waduni,W039,LGA04,K. Yaro,257,4,2025-11-11,yes,8.233691,10.817708
BAN-000465,S02052,Oktsiru,W032,LGA04,H. Pama,30,4,2025-10-29,yes,8.090542,10.848419
BAN-000466,S02052,Oktsiru,W032,LGA04,U. Nura,255,3,2025-10-08,yes,8.088817,10.847973
BAN-000467,S02052,Oktsiru,W032,LGA04,S. Umar,28,0,2025-10-03,yes,8.088456,10.848999
BAN-000468,S02107,Ibkoru,W033,LGA03,H. Isa,216,3,2025-10-28,yes,7.988388,11.145254
BAN-000469,S01876,Malaru,W029,LGA04,Y. Abu,130,2,2025-12-07,yes,7.961672,11.097231
BAN-000470,S01876,Malaru,W029,LGA04,B. Gani,170,4,2025-12-05,yes,7.962197,11.096736
BAN-000471,S00769,Kushata,W008,LGA01,U. Bala,65,2,2025-11-12,yes,7.394356,10.962009
BAN-000472,S00769,Kushata,W008,LGA01,F. Pama,131,2,2025-12-02,yes,7.394423,10.962131
BAN-000473,S00260,Tadedu,W003,LGA01,I. Abu,117,0,2025-11-12,no,7.433992,10.995876
BAN-000474,S00260,Tadedu,W003,LGA01,S. Dogo,22,4,2025-11-11,yes,7.434517,10.995773
BAN-000475,S00260,Tadedu,W003,LGA01,I. Isa,218,1,2025-10-26,yes,7.436044,10.996611
BAN-000476,S01482,Saduma,W020,LGA01,U. Cham,241,0,2025-11-26,no,7.767257,11.132956
BAN-000477,S01482,Saduma,W020,LGA01,S. Dogo,155,2,2025-10-12,yes,7.766572,11.133649
BAN-000478,S01482,Saduma,W020,LGA01,R. Rabi,215,2,2025-12-08,yes,7.76655,11.132554
BAN-000479,S01482,Saduma,W020,LGA01,M. Jibo,112,3,2025-10-13,no,7.76803,11.132559
BAN-000480,S02479,Irngodu,W040,LGA04,A. Pama,225,1,2025-10-09,yes,8.381653,11.161865
BAN-000481,S02479,Irngodu,W040,LGA04,H. Nura,11,2,2025-11-21,yes,8.383383,11.161613
BAN-000482,S00865,Tashade-Gabas,W010,LGA02,R. Sule,2,0,2025-11-20,yes,7.421738,10.879258
BAN-000483,S00865,Tashade-Gabas,W010,LGA02,Y. Pama,120,1,2025-10-21,yes,7.422422,10.879113
BAN-000484,S00865,Tashade-Gabas,W010,LGA02,I. Bala,90,4,2025-11-25,yes,7.421561,10.879632
BAN-000485,S02381,Wangowa,W038,LGA03,B. Isa,120,2,2025-11-16,yes,8.418067,11.312646
BAN-000486,S02381,Wangowa,W038,LGA03,A. Gani,21,2,2025-10-04,yes,8.417871,11.312061
BAN-000487,S02381,Wangowa,W038,LGA03,Z. Lami,144,1,2025-10-30,yes,8.415352,11.311796
BAN-000488,S02291,Ringofa-Kofar,W036,LGA04,R. Dogo,60,0,2025-11-06,yes,8.093897,10.716033
BAN-000489,S00454,Bazasa,W006,LGA01,R. Sule,32,3,2025-10-21,yes,7.247041,11.226206
BAN-000490,S00454,Bazasa,W006,LGA01,Y. Ede,122,4,2025-10-13,yes,7.246556,11.226436
BAN-000491,S00454,Bazasa,W006,LGA01,M. Lami,4,0,2025-10-19,yes,7.246083,11.227955
BAN-000492,S00454,Bazasa,W006,LGA01,U. Gani,92,1,2025-12-02,yes,7.246796,11.226135
BAN-000493,S00317,Agmami,W003,LGA01,Z. Lami,34,2,2025-12-04,yes,7.369825,11.132649
BAN-000494,S00317,Agmami,W003,LGA01,F. Kabo,256,0,2025-10-11,yes,7.3698,11.131411
BAN-000495,S00317,Agmami,W003,LGA01,Z. Ede,96,0,2025-11-09,yes,7.369832,11.130834
BAN-000496,S00317,Agmami,W003,LGA01,K. Rabi,90,2,2025-11-25,yes,7.369961,11.131028
